,id,country,country-alpha_3,city,longitude,latitude,cohort,role
373,ganleyemma,United Kingdom,GBR,,,,2,speaker
374,gareth-j,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,5,participant
375,gedaloop,Spain,ESP,Barcelona,2.1774322,41.3828939,4,participant
376,gedankenstuecke,France,FRA,Paris,2.3483915,48.8534951,1,expert
377,gedankenstuecke,France,FRA,Paris,2.3483915,48.8534951,1,speaker
378,gedankenstuecke,France,FRA,Paris,2.3483915,48.8534951,2,expert
379,gedankenstuecke,France,FRA,Paris,2.3483915,48.8534951,2,speaker
380,gedankenstuecke,France,FRA,Paris,2.3483915,48.8534951,3,expert
381,gemmaturon,Spain,ESP,Barcelona,2.1774322,41.3828939,5,participant
382,georgiahca,United Kingdom,GBR,London,-0.12765,51.5073359,2,participant
383,georgiahca,United Kingdom,GBR,London,-0.12765,51.5073359,3,speaker
384,georgiahca,United Kingdom,GBR,London,-0.12765,51.5073359,5,expert
385,georgiahca,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
386,georgianaelena,Romania,ROU,,,,7,expert
387,ghammad,Belgium,BEL,Liège,5.5736112,50.6450944,3,participant
388,gigikenneth,Nigeria,NGA,,,,7,participant
389,gill-francis,United Kingdom,GBR,York,-1.0815361,53.9590555,4,participant
390,glado718,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,participant
391,glado718,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,facilitator
392,gladys-jerono-rotich,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,mentor
393,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,2,expert
394,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,4,expert
395,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,4,mentor
396,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,5,mentor
397,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,5,mentor
398,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,6,expert
399,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,6,mentor
400,graciellehigino,Canada,CAN,Vancouver,-123.113952,49.2608724,7,mentor
401,gugy89,,,,,,5,expert
402,guille1107,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,4,participant
403,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,1,expert
404,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,1,mentor
405,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,2,expert
406,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,3,expert
407,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,3,speaker
408,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,4,expert
409,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,5,expert
410,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,5,speaker
411,ha0ye,United States,USA,Gainesville,-82.3249846,29.6519684,6,expert
412,harinilakshminarayanan,Switzerland,CHE,Zurich,8.5410422,47.3744489,6,participant
413,harinilakshminarayanan,Switzerland,CHE,Zurich,8.5410422,47.3744489,7,mentor
414,harisood,,,,,,6,participant
415,harpreetsingh05,India,IND,Jalandhar,75.56805772253911,31.29201065,3,expert
416,harpreetsingh05,India,IND,Jalandhar,75.56805772253911,31.29201065,3,participant
417,harpreetsingh05,India,IND,Jalandhar,75.56805772253911,31.29201065,3,mentor
418,harpreetsingh05,India,IND,Jalandhar,75.56805772253911,31.29201065,3,mentor
419,harpreetsingh05,India,IND,Jalandhar,75.56805772253911,31.29201065,4,mentor
420,hdinkel,Germany,DEU,,,,1,expert
421,hdinkel,Germany,DEU,,,,1,mentor
422,hdinkel,Germany,DEU,,,,2,expert
423,hdinkel,Germany,DEU,,,,2,mentor
424,hexylena,Netherlands,NLD,Rotterdam,4.47775,51.9244424,3,speaker
425,heylf,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
426,hilyatuz-zahroh,Indonesia,IDN,,,,2,participant
427,homo-sapiens34,Russian Federation,RUS,,,,1,participant
428,hpdang,Singapore,SGP,,,,4,speaker
429,hpdang,Singapore,SGP,,,,5,speaker
430,hrhotz,Switzerland,CHE,Basel,7.5878261,47.5581077,2,mentor
431,hrhotz,Switzerland,CHE,Basel,7.5878261,47.5581077,3,mentor
432,hrhotz,Switzerland,CHE,Basel,7.5878261,47.5581077,4,mentor
433,hrhotz,Switzerland,CHE,Basel,7.5878261,47.5581077,6,expert
434,hrhotz,Switzerland,CHE,Basel,7.5878261,47.5581077,6,mentor
435,hylary-emmanuela-ndegala-nhana,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
436,hzahroh,Indonesia,IDN,Jakarta,106.8270488,-6.175247,3,participant
437,ibrahssali1,Uganda,UGA,,,,2,participant
438,inquisitivevi,Germany,DEU,,,,1,expert
439,iramosp,Mexico,MEX,Mexico City,-99.1331785,19.4326296,3,participant
440,iramosp,Mexico,MEX,Mexico City,-99.1331785,19.4326296,4,expert
441,iramosp,Mexico,MEX,Mexico City,-99.1331785,19.4326296,5,expert
442,iramosp,Mexico,MEX,Mexico City,-99.1331785,19.4326296,6,expert
443,iramosp,Mexico,MEX,Mexico City,-99.1331785,19.4326296,7,expert
444,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
445,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,mentor
446,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,speaker
447,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,4,expert
448,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,4,mentor
449,iratxepuebla,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,5,expert
450,irena-maus,Germany,DEU,Bielefeld,8.531007,52.0191005,4,participant
451,irisbotas,Spain,ESP,Majadahonda,-3.8724138,40.473055,3,participant
452,isahmadbbr,Nigeria,NGA,Kano,8.5364136,11.8948389,3,participant
453,ismael-kg,United Kingdom,GBR,London,-0.12765,51.5073359,2,participant
454,ismael-kg,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
455,ismael-kg,United Kingdom,GBR,London,-0.12765,51.5073359,6,facilitator
456,ivotron,Mexico,MEX,Hermosillo,-110.9692202,29.0948207,2,mentor
457,ivotron,Mexico,MEX,Hermosillo,-110.9692202,29.0948207,3,expert
458,jafari-amir,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,7,participant
459,jafsia,Cameroon,CMR,Yaounde,11.5213344,3.8689867,5,participant
460,jafsia,Cameroon,CMR,Yaounde,11.5213344,3.8689867,6,mentor
461,jafsia,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,facilitator
462,jafsia,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
463,jafsia,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,mentor
464,jasonjwilliamsny,United States,USA,,,,1,expert
465,jasonjwilliamsny,United States,USA,,,,1,speaker
466,jasonjwilliamsny,United States,USA,,,,2,expert
467,javier-ruiz-pérez,Spain,ESP,Barcelona,2.1774322,41.3828939,3,participant
468,jcolomb,Germany,DEU,Berlin,13.3888599,52.5170365,2,expert
469,jcolomb,Germany,DEU,Berlin,13.3888599,52.5170365,4,expert
470,jcolomb,Germany,DEU,Berlin,13.3888599,52.5170365,4,mentor
471,jcolomb,Germany,DEU,Berlin,13.3888599,52.5170365,5,mentor
472,jcolomb,Germany,DEU,Berlin,13.3888599,52.5170365,7,mentor
473,jelioth-muthoni,Kenya,KEN,,,,2,participant
474,jesperdramsch,Germany,DEU,Bonn,7.10066,50.735851,5,expert
475,jessica-sims,United Kingdom,GBR,London,-0.12765,51.5073359,3,participant
476,jessicas11,United States,USA,Durham,-78.9018053,35.996653,4,expert
477,jessicas11,United States,USA,Durham,-78.9018053,35.996653,4,mentor
478,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,2,expert
479,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,2,mentor
480,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,3,expert
481,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,3,mentor
482,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,5,expert
483,jezcope,United Kingdom,GBR,Harrogate,-1.5391039,53.9921491,6,expert
484,jformoso,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,7,participant
485,jhon-anderson-pérez-silva,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
486,jmmaok,United States,USA,"Cary, Nc",-78.7812081,35.7882893,3,participant
487,jmmaok,United States,USA,"Cary, Nc",-78.7812081,35.7882893,4,expert
488,jmmaok,United States,USA,"Cary, Nc",-78.7812081,35.7882893,7,participant
489,joel-hancock,Austria,AUT,,,,2,participant
490,joelfan,Italy,ITA,Milan,9.1896346,45.4641943,6,participant
491,joelostblom,Canada,CAN,Vancouver,-123.113952,49.2608724,1,expert
492,joelostblom,Canada,CAN,Vancouver,-123.113952,49.2608724,3,expert
493,johanssen-obanda,Kenya,KEN,Kisumu,34.7541761,-0.1029109,7,mentor
494,johav,Germany,DEU,Berlin,13.3888599,52.5170365,3,expert
495,jonny-heath,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,3,expert
496,joshsimmons,United States,USA,,,,1,speaker
497,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,2,participant
498,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,3,expert
499,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,3,mentor
500,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,4,expert
501,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,5,expert
502,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,6,expert
503,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,6,mentor
504,joyceykao,Germany,DEU,Aachen,6.083862,50.776351,7,mentor
505,jruizperez,United States,USA,College Station,-96.3071042,30.5955289,5,participant
506,jsheunis,Germany,DEU,Juelich,6.3611015,50.9220931,5,expert
507,jsheunis,Germany,DEU,Juelich,6.3611015,50.9220931,5,mentor
508,juanjo-garcía-granero,Spain,ESP,Barcelona,2.1774322,41.3828939,3,participant
509,juanjo-garcía-granero,Spain,ESP,Barcelona,2.1774322,41.3828939,5,participant
510,jvillcavillegas,Bolivia,,Bolivia,-64.9912286,-17.0568696,5,participant
511,jyoti-bhogal,India,IND,"Ahmednagar, Maharashtra",74.85802430085195,19.162772500000003,5,participant
512,jywarren,United States,USA,"Providence, RI",-71.4128343,41.8239891,6,speaker
513,k-c-martin,South Africa,ZAF,Stellenbosch,18.869167,-33.934444,5,participant
514,k-c-martin,South Africa,ZAF,Stellenbosch,18.869167,-33.934444,6,mentor
515,k8hertweck,United States,USA,"Seattle, Wa",-122.330062,47.6038321,4,expert
516,karegapauline,Kenya,KEN,Nairobi,36.8172449,-1.2832533,2,participant
517,karegapauline,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,facilitator
518,karegapauline,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,participant
519,karegapauline,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,mentor
520,kariljordan,United States,USA,,,,1,expert
521,kariljordan,United States,USA,,,,2,expert
522,karinlag,Norway,NOR,,,,1,speaker
523,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,1,participant
524,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,2,expert
525,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,2,mentor
526,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,3,expert
527,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,4,expert
528,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,4,mentor
529,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,5,expert
530,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,5,mentor
531,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,6,expert
532,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,6,mentor
533,karvovskaya,Netherlands,NLD,Amsterdam,4.8924534,52.3730796,7,mentor
534,katesimpson,United Kingdom,GBR,London/ Great Union Canal/ Leeds,,,2,participant
535,katesimpson,United Kingdom,GBR,London/ Great Union Canal/ Leeds,,,3,expert
536,katesimpson,United Kingdom,GBR,London/ Great Union Canal/ Leeds,,,3,mentor
537,katesimpson,United Kingdom,GBR,London/ Great Union Canal/ Leeds,,,4,mentor
538,katoss,France,FRA,Paris,2.3483915,48.8534951,2,participant
539,katoss,France,FRA,Paris,2.3483915,48.8534951,3,participant
540,katoss,France,FRA,Paris,2.3483915,48.8534951,4,expert
541,katrinleinweber,Germany,DEU,,,,1,expert
542,katrinleinweber,Germany,DEU,,,,1,mentor
543,kaythaney,United States,USA,,,,4,speaker
544,kenmurithi,Kenya,KEN,Chogoria,37.631994,-0.228851,6,participant
545,kevinxufs,United Kingdom,GBR,,,,2,participant
546,khanteymoori,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
547,kipkurui,Kenya,KEN,,,,1,expert
548,kipkurui,Kenya,KEN,,,,1,mentor
549,kipkurui,Kenya,KEN,,,,1,speaker
550,kipkurui,Kenya,KEN,,,,2,expert
551,kipkurui,Kenya,KEN,,,,2,mentor
552,kipkurui,Kenya,KEN,,,,2,mentor
553,kipkurui,Kenya,KEN,,,,5,mentor
554,kipkurui,Kenya,KEN,,,,6,expert
555,kipkurui,Kenya,KEN,,,,6,mentor
556,kipkurui,Kenya,KEN,,,,7,mentor
557,kiragu-mwaura,Kenya,KEN,,,,1,participant
558,kiri93,Switzerland,CHE,,,,2,participant
559,kirstiejane,United Kingdom,GBR,,,,1,expert
560,kirstiejane,United Kingdom,GBR,,,,1,speaker
561,kirstiejane,United Kingdom,GBR,,,,2,expert
562,klauer2207,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,expert
563,klauer2207,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,mentor
564,klauer2207,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,5,expert
565,klauer2207,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,5,mentor
566,kmexter,Belgium,BEL,Oostende,2.919496,51.2258565,3,expert
567,koerding,United States,USA,Philadelphia,-75.1635262,39.9527237,6,expert
568,kon0925,Greece,GRC,Heraklion,25.1332843,35.33908,3,participant
569,koudyk,Canada,CAN,,,,2,participant
570,kristinariemer,United States,USA,,,,1,participant
571,kswhitney,United States,USA,Rochester,-77.615214,43.157285,1,expert
572,kswhitney,United States,USA,Rochester,-77.615214,43.157285,3,expert
573,kswhitney,United States,USA,Rochester,-77.615214,43.157285,4,expert
574,lalmehlisy,Saudi Arabia,SAU,Riyadh,46.7160104,24.638916,4,participant
575,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,1,participant
576,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,3,mentor
577,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,4,facilitator
578,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,5,facilitator
579,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,mentor
580,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,mentor
581,landimi2,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,mentor
582,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,2,participant
583,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,3,expert
584,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,3,mentor
585,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,4,expert
586,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,5,expert
587,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
588,lauracarter,United Kingdom,GBR,London,-0.12765,51.5073359,7,expert
589,lauracion,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,2,expert
590,lauracion,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,2,speaker
591,lauracion,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,3,expert
592,lauracion,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,3,mentor
593,lauracion,Argentina,ARG,Ciudad Autónoma De Buenos Aires,-58.4370894,-34.6075682,5,participant
594,laurah-nyasita-ondari,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,facilitator
595,laurichi13,Spain,ESP,,,,2,participant
596,lazycipher,India,IND,,,,1,participant
597,lenny-teytelman,,,,,,3,speaker
598,lessa-tchohou-fabrice,Cameroon,CMR,Centre,1.7324062,47.5490251,7,participant
599,lilian9,Kenya,KEN,,,,1,participant
600,lilian9,Kenya,KEN,,,,2,mentor
601,lisanna,Germany,DEU,Heidelberg,8.694724,49.4093582,4,participant
602,lisanna,Germany,DEU,Heidelberg,8.694724,49.4093582,5,mentor
603,lisanna,Germany,DEU,Heidelberg,8.694724,49.4093582,6,mentor
604,lomaxboydphd,United States,USA,New York,-74.0060152,40.7127281,3,participant
605,loubez,South Africa,ZAF,Cape Town,18.417396,-33.928992,3,expert
606,loubez,South Africa,ZAF,Cape Town,18.417396,-33.928992,3,mentor
607,lpantano,Spain,ESP,,,,2,mentor
608,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,1,expert
609,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,1,mentor
610,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,2,expert
611,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,2,mentor
612,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,5,expert
613,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,5,mentor
614,luispedro,China,CHN,Shanghai,121.4691024,31.2323437,6,speaker
615,lukehare,United Kingdom,GBR,London,-0.12765,51.5073359,4,participant
616,lukehare,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
617,lwbwalma,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,5,participant
618,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,1,speaker
619,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,2,expert
620,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,2,speaker
621,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,4,expert
622,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,4,mentor
623,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,5,speaker
624,lwinfree,United States,USA,Austin,-97.7436995,30.2711286,6,expert
625,lydiafrance,United Kingdom,GBR,London,-0.12765,51.5073359,4,participant
626,lydiafrance,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
627,macziatko,Ireland,IRL,Dublin,-6.2602964,53.3498006,6,participant
628,macziatko,Ireland,IRL,Dublin,-6.2602964,53.3498006,7,facilitator
629,macziatko,Ireland,IRL,Dublin,-6.2602964,53.3498006,7,mentor
630,magicmilly,United States,USA,,,,1,participant
631,mai-alajaji,Saudi Arabia,SAU,Riyadh,46.7160104,24.638916,4,participant
632,malloryfreeberg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,mentor
633,malloryfreeberg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,mentor
634,malloryfreeberg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,6,expert
635,malloryfreeberg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,6,mentor
636,malloryfreeberg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,6,speaker
637,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,organizer
638,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,mentor
639,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,mentor
640,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,mentor
641,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,speaker
642,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,1,speaker
643,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,2,expert
644,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,2,organizer
645,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,2,mentor
646,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,2,mentor
647,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,2,speaker
648,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,expert
649,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,organizer
650,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,mentor
651,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,mentor
652,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,mentor
653,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,speaker
654,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,speaker
655,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,3,speaker
656,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,4,organizer
657,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,4,speaker
658,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,organizer
659,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
660,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
661,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
662,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
663,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,5,speaker
664,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,6,organizer
665,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,6,mentor
666,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,6,speaker
667,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,7,organizer
668,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,7,mentor
669,malvikasharan,United Kingdom,GBR,London,-0.12765,51.5073359,7,speaker
670,manulera,France,FRA,Paris,2.3483915,48.8534951,4,facilitator
671,manulera,France,FRA,Paris,2.3483915,48.8534951,4,participant
672,manulera,France,FRA,Paris,2.3483915,48.8534951,5,facilitator
673,marco-madella,Spain,ESP,Barcelona,2.1774322,41.3828939,3,participant
674,marcoanteghini,Germany,DEU,Berlin,13.3888599,52.5170365,6,speaker
675,marcotxma,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
676,maria-andrea-gonzales-castillo,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
677,maria-clara-heringer-lourenço,,,,,,7,participant
678,mariangelap,Italy,ITA,Genova,8.9338624,44.40726,5,participant
679,marie-nugent,United Kingdom,GBR,London,-0.12765,51.5073359,6,participant
680,marielaraj,Argentina,ARG,,,,7,participant
681,marimeireles,Germany,DEU,Berlin,13.3888599,52.5170365,6,expert
682,marimeireles,Germany,DEU,Berlin,13.3888599,52.5170365,6,mentor
683,markuskonk,Netherlands,NLD,Enschede,6.8940537,52.2209855,4,expert
684,marta-lloret-llinares,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
685,marta-marin,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
686,martenson,Czechia,CZE,,,,2,expert
687,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,expert
688,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,mentor
689,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,expert
690,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,participant
691,martlj,United Kingdom,GBR,London,-0.12765,51.5073359,4,mentor
692,martlj,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
693,marzia-di-filippo,Italy,ITA,Milano,9.1896346,45.4641943,3,participant
694,masako-kaufmann,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
695,matouse,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
696,matuskalas,Norway,NOR,,,,1,participant
697,mblue9,Australia,AUS,,,,2,expert
698,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,expert
699,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,mentor
700,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,expert
701,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,mentor
702,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,expert
703,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,mentor
704,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,5,mentor
705,megan-lisa-stock,,,,,,6,participant
706,megmugure,Kenya,KEN,Nairobi,36.8172449,-1.2832533,1,participant
707,megmugure,Kenya,KEN,Nairobi,36.8172449,-1.2832533,3,expert
708,mehak-chopra,India,IND,Puducherry,79.80694879844232,10.91564885,3,participant
709,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,6,expert
710,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,6,speaker
711,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,7,facilitator
712,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,7,mentor
713,merrcury,India,IND,Kurukshetra,76.8482787,29.9693747,4,expert
714,mesfind,Ethiopia,ETH,,,,2,mentor
715,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8172449,-1.2832533,5,participant
716,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8172449,-1.2832533,6,facilitator
717,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,4,participant
718,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,5,mentor
719,michal-javornik,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
720,michal-ruzicka,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
721,miguel-silan,France,FRA,Metro Manila / Grenoble,,,7,expert
722,mihaelanemes,United Kingdom,GBR,London,-0.12765,51.5073359,3,participant
723,miketrizna,United States,USA,"Washington, Dc",-77.0365427,38.8950368,7,participant
724,milagros-miceli,Germany,DEU,Berlin,13.3888599,52.5170365,7,mentor
725,mishrose123,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
726,mkuzak,Netherlands,NLD,,,,1,expert
727,mkuzak,Netherlands,NLD,,,,1,mentor
728,mkuzak,Netherlands,NLD,,,,1,speaker
729,mkuzak,Netherlands,NLD,,,,2,expert
730,mkuzak,Netherlands,NLD,,,,2,speaker
731,mlagisz,Australia,AUS,Sydney,151.2082848,-33.8698439,6,participant
732,mloning,United Kingdom,GBR,,,,2,mentor
733,mloning,United Kingdom,GBR,,,,2,participant
734,moengels,,,,,,6,participant
735,mohan-gupta,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
736,morphofun,United States,USA,,,,1,participant
737,mruizvelley,Germany,DEU,,,,1,expert
738,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,3,facilitator
739,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,4,facilitator
740,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,expert
741,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,facilitator
742,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,mentor
